Name,Image URL 1,Description
Autumn Beauty Blend Sunflower,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/7/0/7096-0.jpg,"    An explosion of 4-6"" flowers in the rich colors of fall. Flowers seem to glow in an array of gold, bronze, orange and scarlet tones with lots of bicolors. Well-branched tall plants with numerous flowers over a long season. Good bird food selection with lots of oil-rich seeds. Approx. 1,100 seeds/oz.  Food for birds and bees Tall 7' plants AnnualOpen-Pollinated 
"
Aztec Sunset Mix Zinnia,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/7/1/7143-1.jpg,"    Gorgeous blend of miniature, bi-color blooms ranging from deep red to cream.  Plants are compact and highly productive, yielding excellent stems for cut flower production from midsummer through to early autumn. The dynamic colors make for gorgeous bouquets and add eye-catching highlights when mixed with other flowers in arrangements. Approx. 21,000 seeds/oz.  Great cut flower Blooms all season 18-24"" tall Annual Open-Pollinated
"
Beeline Pollinator Mix,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/b/e/beeline-pollinator-mix---082621---01-_web_.jpg,"    Give your bees a support group with this pollinator-friendly collection! A diverse nutrition source for a wide variety of bees, butterflies and other pollinators all season long. Purple-flowered phacelia is the star of this mix, providing important bee forage over a long season, while sunflowers, cosmos, herbs and other flowers provide favorite pollen and nectar sources to both domesticated and wild bees. May contain cosmos, bachelor button, sunflower, mustards and phacelia. Approx. 7,900 seeds/oz. Seeding rate: 1 oz/200 square feet or 1 lb for 3200 sq ft. Attracts bees, butterflies and other pollinators 24-36"" tall AnnualOpen-Pollinated 
    
        Note: Cover Crops can only be shipped within the contiguous United States.
    
"
Black Beauty Poppy,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/7/0/7092-1.jpg,"    The poppy that looks like a gorgeous peony! With a combination of double flowers and single petal blooms with dark velvety burgundy color. Black Beauty is a stunning eye-catcher unlike any poppy you've ever seen. And like all poppies it's easy to grow, needs minimal care, and will re-seed itself. Approx. 18,000 seeds/oz. 3-4' tall  Re-seeding annual Tolerates poor soilOpen-Pollinated 
"
Bouquet Garden Collection,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/h/c/hcbqg-0.jpg,
Bright Lights Blend Cosmos,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/7/0/7075-1_6.jpg,"    Multitudes of flame-colored flowers on bushy plants. Golden-yellow, burnt orange and fiery-red petals cover these 2.5"" wide fully double flowers. Excellent eye-catching border plant, and in pots and bouquets. Cosmos require little fertility or care, making them great for beginning gardeners. NOTE: This species is considered invasive in some states in the southeastern U.S. Check your region's invasive species list for full information. Approx. 3,750 seeds/oz.Easy to grow Attracts bees 2-3' tall Annual Open-Pollinated
"
California Orange Poppy,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/7/0/7094-1.jpg,"    Simple, silky orange flowers accented by wispy blue-green foliage. Prolific sun-loving blooms are very attractive in flower beds or naturalized in fields. Start transplants 2-3 weeks before last frost or direct sow after last frost 1/4"" deep; transplant carefully and thin to a final spacing of 6"" apart. Approx. 18,800 seeds/oz.  Naturalizes in poor, dry soil8-12"" tall Re-seeding annualOpen-Pollinated 
"
Coral Fountain Amaranth Flowers,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/7/2/7222-1.jpg,"    Highly productive plants yield multitudes of pink-toned trailing rope.  Adds drama and whimsy to floral arrangements and bouquets and is an excellent crop for cut flower production. Easy to grow, plants are eye-catching in the garden.  Approx. 48,500 seeds/oz.  Great cut flower 36-60"" tall Annual Open-Pollinated
"
County Fair Blend Zinnias,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/7/1/7150-1_5.jpg,"    Warm-toned mix of pink, orange, purple, red and gold blooms. An excellent cut flower that blooms until frost; the more you cut the more they grow! 2-5"" blooms ideal for borders and bouquets. Heat and disease tolerant. Zinnias last longer if you change the water in the vase every two days and keep out of direct sunlight. Approx. 2,700 seeds/oz. HMOS EXCLUSIVEExcellent cut flower Attracts butterflies 24-36"" plants AnnualOpen-Pollinated 
"
Alaska Mix Nasturtium,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/7/1/7161-1_1.jpg,"    Dark green leaves streaked with white and a mix of yellow, orange, salmon and crimson flowers. Foliage and flowers are equally beautiful in this mix with variegated leaves. Delicate blossoms add a gentle, peppery flavor to salads. Stems and leaves have a refreshing, succulent texture. Approx. 200 seeds/oz Compact plants Edible flowers and foliage AnnualOpen-Pollinated 
"
Cramer's Plum Nigella,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/7/2/7226-1.jpg,"    Doubled, white blooms with varying purple centers alongside stripe-free, plum-purple seed pods.  Whimsical flowers with delicate, lacy leaves and gorgeous pods for fresh and dried floral arrangements. Unusual and striking plants attract beneficial insects and are excellent for cut flower production or as a delightful garden plant. Approx. 20,000 seeds/oz.  Fresh cut flower or dried pods 20-28"" tall Annual Open-Pollinated
"
Dark Orange Marigold,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/7/0/7074-1.jpg,"    Uniformly dark orange, fully double blooms for borders, beds or cut flowers. Sturdy, 10"" wide bushy plants have 2.5"" wide ruffled flowers. Provides lasting color, especially in mass plantings and in containers. A natural deterrent for deer, soil nematodes and many insect pests. Approx. 6,000 seeds/oz. Pest deterrent 16"" tall plant AnnualOpen-Pollinated 
"
Deep Red Scabiosa,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/7/2/7229-1.jpg,"    Elegant deep red to black blooms with highly contrasting white stigmas on long, slender stems.  The varying coloration is gorgeous in the garden and provides a serious pop of color to floral arrangements. Excellent variety for cut flower production, withstanding handling and offering a long vase life.  Great cut flower 24-36"" tall Annual Open-Pollinated
"
Double Click Blend Cosmos,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/7/0/7037-0.jpg,"    The cosmos you could confuse with a dahlia!Blend of fully double and semi-double flowers share the many-shaded pinks of Sensation Blend, but have the layered petals of an aster or dahlia.  Hardy, tolerant of drought and low fertility, subject to very little disease or pest pressure, this cosmos blend is much easier to grow than either of its look-alikes.   Give Double Click a try! Approx. 10,000 seeds/oz.  Drought tolerant Attracts bees 3-4' tall Annual Open-Pollinated
"
Doubled Chinensis Mix Dianthus,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/7/2/7225-1.jpg,"    Gorgeous, frilly blooms with a variety of patterns and shades ranging from deep rosy reds and pinks to pastel pinks with illuminating white highlights.  Flowering in its first year, plants are grown as annuals with reliable, fragrant blooms. Great as a garden crop and can be used for detail work in smaller floral arrangements. Excellent for very flashy, mini tabletop bouquets. Approx. 35,000 seeds/oz.  First year flowering 16-20"" tall Annual Open-Pollinated
"
Dwarf Jewel Blend Nasturtium,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/7/1/7160-0.jpg,"    Brilliant orange, red and yellow flowers contrast nicely with round green leaves. Makes a beautiful border plant. The peppery-tasting edible flowers are exquisite when stuffed with cream cheese or added to salads for color. Slow to germinate, start as transplants 4-5 weeks before last frost. Plant 16"" apart. Approx. 200 seeds/oz. Spreading habit Edible flowers and foliage 12-24"" tall Annual Open-Pollinated
"
Dwarf Thumbolina Zinnia,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/7/1/7154-1.jpg,"    Short and sweet, multi-branching zinnias with beautiful, light-hearted colors and semi-double to double, mini blooms.Plants are covered in irresistible, 2"" blossoms featuring an appealing blend of whimsical colors. The bright hues attract pollinators and offer a beautiful accent to any border, garden, or container planting. Short, multi-branching stems make for precious bouquets. Plants grow quickly and reach bloom maturity early.Semi-double and double blooms12-16"" tallAnnualOpen-Pollinated
"
Dynamic Mix Scabiosa,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/7/2/7230-1.jpg,"    Varying shades of red, blue, black, purple and pink pin cushion blooms on long, strong stems.  An excellent blend for cut flower production, this dynamic array of colors is whimsical, and stems are exceptionally long and sturdy, withstanding handling without breakage. Excellent pollinator attractor.  Great cut flower 24-36"" tall Annual Open-Pollinated
"
Echinacea Purpurea Coneflower,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/6/0/6040_1.jpg,"    Beautiful 3-4"" flowers with pink-orange center cones and radiating magenta petals. Medicinal compounds are most concentrated in young flower buds and fibrous roots. This is the easiest and hardiest cultivar to grow in northern climates. Seeds must be cold-treated before germination. Approx. 7,500 seeds/oz.  Medicinal and ornamental Attracts monarch butterflies 30-47"" tall Perennial Open-Pollinated
"
Evening Colors Blend Sunflower,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/7/0/7098-1.jpg,"    Each plant carries an amazing variety of gold and pale yellow flowers with dusty rose to pink rings. An unusual genetic mix with few solid colors and chocolatey brown centers. Well-branched; stems average 18"" long with single heads. Great for bouquets and provides a long season of color! Approx. 1,100 seeds/oz. Great cut flowerAttracts bees and butterflies 8' tall AnnualOpen-Pollinated 
"
Fanni Common Sage,,"    Wonderfully aromatic gray green leaves used in soups, meat dishes, gravies and stuffing.Sturdy, woody stems can be used as ornamental branches in floral wreaths. Beautiful lavender flowers in summer. Start transplants 4-6 weeks before last frost. Approx. 3,400 seeds/oz.   Excellent fresh or driedPerennialOpen-Pollinated 
"
Garlic Chives,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/5/0/5080_1.jpg,"    Similar to standard chives with delicate garlic flavor. White, star-shaped flowers are long-lasting, ornamentally beautiful and unique. Plants grow more slowly than standard chives and are slightly less hardy. Makes for a great addition to salads and a delicious garnish on most dishes. Approx. 6,250 seeds/oz.  Excellent ornamental Hardy in Zones 4 and upOpen-Pollinated 
"
Genovese Basil,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/5/0/5000.jpg,"    Basil lovers unanimously recommend Genovese as the best variety for pesto!  Plants are strong producers of dark green, glossy leaves with a characteristic spoon shape, exceptionally tender texture and distinctive sweet flavor excellent in sauces and cooking. 10-12"" plants. Approx. 18,000 seeds/oz.  Excellent for processing  Field or containers Open-Pollinated
"
Giant Italian Parsley,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/5/1/5104_2.jpg,"    Flat, large-leaved variety with aromatic leaves and excellent culinary quality. A high-yielding, very large and vigorous herb. Dependable variety with rapid regrowth that stands up well to frost. Dark green leaves on strong stems make beautiful bunches; delicious, classic flavor for seasoning. Approx. 12,500 seeds/oz.  BunchingVigorousOpen-Pollinated 
"
Greek Basil,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/5/0/5007.jpg,"    Early and adorable topiary-like plants with dark green miniature leaves. Captured our hearts with the cutest, most uniformly rounded habit of any mini basil in our trials. Small, sweet leaves excellent for garnishes and salad dressings. Ideal for containers, transplant sales and a popular wedding table-topper! Our replacement for Fino Verde. Moderate resistance to downy mildew. Approx. 20,000 seeds/oz.  Uniform compact habitContainer variety Open-Pollinated
"
Greek Oregano,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/5/1/5106-2.jpg,"    Excellent culinary oregano with pungent, mouth-watering fragrance and flavor. This is the traditional full-flavored oregano for pizzas and tomato sauces. Low-growing plants have slightly furry dark green leaves with white flowers. Easy to dry, just harvest stems and hang in bundles. Approx. 300,000 seeds/oz.  Excellent fresh or dried Hardy perennial Open-Pollinated
"
Greensleeves Dill,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/5/0/5044.jpg,"    A compact, high yielding dill for leaf production. Slow to bolt; ideal for leaf production over a long harvest window. Excellent for market growers and planting in containers. Dark green leaves are aromatic and pleasingly sweet eaten fresh or dried. Approx. 15,000 seeds/oz.  Slow to bolt Good container variety Open-Pollinated
"
Grune Perle Parsley,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/5/1/5103.jpg,"    Popular Eastern European, finely curled parsley with strong stems and vigorous growth habit. Exceptionally beautiful, tufts of deep green leaves make this parsley variety a stunning addition to the herb garden or market table. With a mild flavor and vigorous growth habit, this parsley is a perfect fit for both the commercial grower and home gardener. From our partners at Sativa Seeds.  Curled-leaf parsley Biennial Heirloom
"
Gustoso Basil,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/5/0/5012-1.jpg,"    Compact container basil with large, spoon-shaped leaves and beautiful dark green coloration.  This Genovese-type has been bred specifically for container production. Good mildew resistance makes for excellent greenhouse potential. Fragrance is strong and typical, without mint or lemon notes. High yielding and uniform with reliable commercial performance. From our partners at Smarties.bio.   Genovese-type For container production Open-Pollinated
"
Hilmar Parsley,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/7/2/7235_0_8.jpg,"    Italian flat leaf parsley with classically flavored, large, smooth leaves. High yielding with strong stems for efficient bunching in the field. Plants are robust and dark green with excellent vigor. Leaves are intensely aromatic and impart delicious flavor in dishes raw or cooked. From the breeders at HILD.  Gigante d'Italia-type High yieldingTraditional flat leaf Open-Pollinated
"
Fireworks Blend Sunflower,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/7/1/7112-1.jpg,"    A dreamy blend of vibrant sunflowers ranging in hues from light, lemon yellow to deep, burgundy red.  This gorgeous blend of summer sun is reminiscent of your favorite summer evenings with beautiful colors that light up the landscape. Plants are vigorous and well branched, making the mix an excellent addition to your cut flower assortment. Easy to grow and adaptable, blooms will attract pollinators and bring some magic to your market tables and home gardens.  Great cut flower 8' tall Annual Open-Pollinated
"
Flamingo Feather Celosia,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/7/2/7224-1.jpg,"    Glossy, semi-dry, foxtail blooms with dreamy faint pink coloration.  An early producing celosia with pale blooms that are excellent for fresh and dried floral arrangements. Plants have long stems and fine leaves making for ease of harvest and processing. Plants are easy to grow and have incredible field holding quality. Approx. 25,000 seeds/oz.  Cut or dried flower 24-36"" tall Annual Open-Pollinated
"
Galilee Blend Larkspur,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/7/0/7060-0.jpg,"    Luxuriant spikes of brilliant blue, deep pink, powder pink, white and deep purple flowers. Creates a rainbow of color; best for mass plantings. Commonly used as a cut flower, dried or in the back of borders. Requires cold temperature for germination; direct seed or transplant. Final plant spacing is 4-6"". Provide support for best quality. Seeds are poisonous. Approx. 11,400 seeds/oz.  Cut or dried flower3-4' tall AnnualOpen-Pollinated 
"
Garden Scented Sweet Pea Flowers,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/7/0/7087.jpg,"    Fragrant, beautiful flowers that are delicate and cheerful on strong stems for bouquets, hanging baskets, or trellis.These delightful flowers bring sweetness to any garden with their continual spring and summer blooms. The smell of these colorful blossoms captivates and inspires us to be present in the garden. Will continually produce blooms if spent flowers are removed. All plant materials, from stems to flowers to seeds, are toxic, please use caution around children and pets.Vigorous VineCut flowers, hanging baskets, and containersAnnualOpen-Pollinated
"
Garnet Red Amaranth Flowers,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/1/7/1760-fr.jpg,"    Large, beautiful plants with impressive red spires ideal for fresh bouquets. This versatile plant is a delicious microgreen, baby leaf green, and attractive flower that is sure to bring joy to the garden or dinner table. Heat tolerant, the plants can reach towering heights and will grow steadily through the summer weather. Dramatic plumes of deep red flowers are a striking addition to flower arrangements and fresh bouquets. These brilliant plants are a stand out in a garden setting. Approx. 37,300 seeds/oz.  Great cut flower Edible foliage 6-8' tall Annual Open-Pollinated 
"
Garnet Red Amaranth Greens,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/1/7/1760-greens.jpg,"    Beautiful fuchsia colored greens with delicious earthy flavor and light texture. This dynamic green is perfect for microgreens, salad greens, and as a cut flower. As an edible green, the leaves are tender and striking with colors unlike most other specialty greens.The flavor is mild and perfect for pairing with other fresh and cooking greens or combined in a saute. This versatile green is sure to become a favorite for its outstanding taste and style. 37,000 seeds/oz.  Easy to grow Edible and ornamentalOpen-Pollinated 
"
Giant Coral Zinnia,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/7/1/7147-1a.jpg,"    Large, fully double red-coral blooms ideal for cut flowers or bright borders. Lovely salmon-pink to coral flowers on long, sturdy stems. Huge 4"" blooms. Disease and heat tolerant, and holds up well in the vase. Change water often for longest life. Direct seed or start transplants 3-4 weeks before last frost date. Approx. 3,400 seeds/oz.  Excellent cut flowerAttracts butterflies 40-50"" plants AnnualOpen-Pollinated 
"
Giant Purple Zinnia,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/7/1/7148-1_5.jpg,"    Big, fully double magenta blooms for a sophisticated statement in borders and bouquets. Huge, 4-6"" purple blooms on long, sturdy stems. Disease and heat tolerant, and holds up well in the vase. Change water often for longest life. Approx. 3,400 seeds/oz.  Excellent cut flowerAttracts butterflies 40-50"" plants AnnualOpen-Pollinated 
"
Golden Ray F1 Sunflower,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/7/1/7104-1.jpg,"    Prolific producer of exceptionally uniform, bright yellow flowers.  Multi-branching plants are covered in medium sized, near perfect flowers, making this an ideal variety for commercial production, cut flowers and bouquets. The visual display of these uniform plants is striking; plants are not too tall and are excellent for the garden, due to their tidy growth habit. From our partners at Genesis Seeds.Pollenless cut flower5-6' tall AnnualHybrid
"
Golden Yellow Zinnia,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/7/1/7149-1_4.jpg,"    Fully double gold blooms make a dazzling display in the garden. Well-branched stems provide a continuous supply of easy-to-grow 3-4"" blooms that hold up well in a vase. Excellent heat and cold tolerance keep this variety productive until frost. Approx. 5,000 seeds/oz. Excellent cut flower Attracts butterflies 30-36"" plants AnnualOpen-Pollinated 
"
Italian Flat Leaf Parsley,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/5/1/5110_2.jpg,"    Classic flat leaf variety for use either fresh or dried for seasoning. Stems hold leaves upright for easy bunching. A very nutritious and tasty addition to meat and vegetable dishes, soups and salads. Excellent for freezing, drying and fresh eating. Approx. 12,500 seeds/oz.  Processing and bunchingOpen-Pollinated 
"
Italian Large Leaf Basil,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/5/0/5043.jpg,"    Large-leaf Genovese-type with huge dark green leaves up to 4"" long. A great selection for pesto and Italian cuisine, perfect for when you need a large amount of basil on hand. Sweeter fragrance and flavor than Genovese. Large plants reach 24-30"" tall. Approx. 18,000 seeds/oz.  Excellent for processing Slow to boltOpen-Pollinated 
"
Keira Basil,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/5/0/5003.jpg,"    The first organically available Genovese bred for cold-tolerance!Medium-sized, shiny dark green leaves with nice cupping have excellent shelf life, taking much longer to turn black in refrigeration than standard varieties. Suitable for shipping longer distances. Well-suited to field or container production. Not as bolt-tolerant. From our partners at Vitalis Organic Seeds. Approx. 18,000 seeds/oz.  Ships and stores well Cold-tolerant 
"
Krausa Parsley,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/5/1/5108.jpg,"    Thick curls of deep green leaves on remarkably sweet stems. Beautiful curled-leaf parsley with delicious stems. These plants hold their color in the field without developing white or brown spots. Very cold tolerant and stands up well to summer heat. From our partners at Bejo Seeds.  Curled-leaf parsley Uniform plantsOpen-Pollinated 
"
Laica Parsley,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/7/2/7236_0_7.jpg,"    Surprisingly sweet and tasty Italian flat leaf parsley with excellent regrowth capacity. Our trials team was struck by its uniquely delicious flavor. Leaves are almost sweet with a mild nod to parsley's typical flavor, perfect for raw preparations. Plants are very fast maturing, offering high yields and cut and come again growth. From the breeders at HILD.  Gigante d'Italia-type High yieldingTraditional flat leaf Open-Pollinated
"
Lavender,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/6/0/6022-1.jpg,"    Aromatic perennial herb with a bush growing habit and excellent pollinator attraction.Dried plant material makes fragrant teas and potpourri's and can be a wonderful addition to homemade salves, lotions and soaps. Flowering in the first year, lavender is a great attractor of pollinators. Pruning lavender is best done in the spring to prevent stems from becoming too woody. Seeds can be stratified to increase germination. 26.3M seeds/oz.Fragrant flowers and stemsMunstead-typePerennialOpen-Pollinated
"
Leisure Cilantro,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/5/0/5055.jpg,"    Reliable standard cilantro with exceptional bolt resistance and strong field holding quality. This variety is very comparable to Santo in habit, uniformity, and flavor. Plants can reach 2' tall and have beautiful, bright green, feathery leaves. Leaves, stems, flowers, and seeds are edible and impart a zesty, aromatic flair to dishes. Great variety for cut and come again growing, especially in cooler weather. From our partners at Condor Seeds. Approx. 5,600 seeds/oz. Slow to bolt Cut and come againAvailable as monogermOpen-Pollinated 
"
Leisure Cilantro Monogerm,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/5/0/5055_3.jpg,"    Reliable standard cilantro with exceptional bolt resistance and strong field holding quality available as monogerm for precision seeding. This variety is very comparable to Santo in habit, uniformity, and flavor. Plants can reach 2' tall and have beautiful, bright green, feathery leaves. Leaves, stems, flowers, and seeds are edible and impart a zesty, aromatic flair to dishes. Great variety for cut and come again growing, especially in cooler weather. From our partners at Condor Seeds.Slow to bolt Cut and come againOpen-Pollinated 
"
Lemon Balm,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/6/0/6090_1.jpg,"    Strongly aromatic herb with lemony fragrance and excellent medicinal and culinary qualities. Shiny green leaves on full plants up to 2’ tall. Harvest before flowering since leaf quality declines as flower stalks mature. Start transplants 6-8 weeks before last frost, seeds 1/4"" deep; transplant seedlings 18"" apart or direct sow after all danger of frost is past. Approx. 45,000 seeds/oz.  Attracts bees Vigorous spreading habit Perennial Open-Pollinated
"
