Name,Image URL 1,Description,Image_URL
"Heirloom Kale
              Lacinato ""Dinosaur""",,"This unique heirloom has crinkled, deep blue-green, sword-shaped leaves and really stands out in the garden – the leaves appear almost primeval! This is why Lacinato is often nicknamed “dinosaur kale.” Most importantly, Lacinato has fine, sweet, full flavor; never strong or overbearing. This distinctive Italian favorite is both cold and heat tolerant in all climate zones. You can harvest the nutrition-packed, richly colored leaves for months to steam, or sauté or use in hearty soups and stews.
            
            
            
            
      			
              
                Seed Count: Approx. 250 / Weight: 800 mg",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Specialty Kale
              Mars Landing",,"Mars Landing kale has a truly “out of this world” appearance! The tender leaves are a wonderful bronzy purple/maroon color with light green underneath and notched and scalloped edges. Besides its sensational appearance, this tender, mild and very tasty variety holds well in the garden without getting tough or stringy or losing quality. Enjoy nutrition-packed, richly colored Mars Landing kale for months in delicious salads, or steam, braise or add to soups and stews.
            
            
            
            
      			
              
                Seed Count: Approx. 270-275 / Weight: 1 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Gourmet Kale
              Purple Moon",,"EXCLUSIVE – Purple Moon has beautiful frilled & ruffled, deep purple leaves that are loaded with great flavor & super nutrition. The plants germinate and grow vigorously, and can be harvested over a long, productive season. Purple Moon has a mild and nutty flavor that is perfect for fresh salads or quick cooking.
            
            
            
            
      			
              
                Seed Count: Approx. 340-345 / Weight: 1 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Heirloom Italian Kale
              Tuscan Baby Leaf",,"Imported from Italy, our Tuscan kale strain is the fastest growing and best tasting for baby leaf salads. Easily grown by the “cut and come again” method, seeds are sown thickly, then cut as needed when just 4 to 5 inches tall, leaving the crowns to regrow for multiple additional harvests. Baby leaf kale has a much more tender texture and milder sweet flavor than mature kale and makes a wonderful fresh salad. See our website for recipes!
 

            
            
            
            
      			
              
                Seed Count: Approx. 225 / Weight: 3.5 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Portuguese Kale
              Tronchuda Beira",,"EXCLUSIVE - Great for juicing/smoothies because of its tender texture & mild flavor. This delicious specialty kale comes directly from Portugal where it is a center stage vegetable, beloved for its taste and easy culture.Portuguese kale forms 12 to 18 inch tall heads of paddle-shaped, deep blue-green leaves. This vigorous variety offers long continuous harvests. We find it one of the best tasting, most nutritious greens to grow and enjoy throughout the season.
 

Hearty Portuguese Kale Soup
Soups from the Portuguese Kitchen and Garden
            
            
            
            
      			
              
                Seed Count: Approx. 35 / Weight: 300 mg / F-1 Hybrid",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Heirloom Russian Kale
              Wild Garden Frills",,"EXCLUSIVE –  Especially tender, mild & simply delicious Siberian heirloom kale mix with blue-green frilled leaves. Highly nutritious, long-standing, weather tolerant and wonderfully ornamental.Equal Parts: Wild Red and Green Russian Kales
            
            
            
            
      			
              
                Seed Count: Approx. 300 / Weight: 1 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Gourmet Kohlrabi
              Crispy Colors Duo",,"Our purple and green-skinned Kohlrabi Duo makes a pretty picture in garden beds. Both colors are extra fancy hybrids; fast-growing, vigorous Dutch selections that quickly form crispy round bulbs with thin skins and crunchy, sweet, white flesh that doesn’t get tough or pithy. Eat them peeled and sliced thin for healthy low-calorie snacks, use for crispy slaw, or cook for savory side dishes. After harvest, Kohlrabi stores well in the fridge extending its usefulness in the kitchen.Equal parts: Kolibri F1 and Kongo F1 kohlrabi 
            
            
            
            
      			
              
                Seed Count: Approx. 60-65 / Weight: 300 mg",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"French Baby Leeks
              Primor",,"EXCLUSIVE  – Bred in France for premium fresh markets, we import Primor for extra-early yields of top-quality, non-bulbing leeks with tender sweet, snowy white flesh. This vigorous hybrid germinates quickly and sizes up fast for ample summer harvests. You’ll have lots of leeks to pull as 1⁄2 inch thick babies and grill to sweet succulence, or grow to maturity as long thick bulbless shanks full of juicy savor. A marvelous French specialty.
            
            
            
            
      			
              
                Seed Count: Approx. 180 / Weight: 750 mg / F-1 Hybrid",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"German Leeks
              Striesen",,"EXCLUSIVE - German heirloom leek that grows tall and straight with long, sturdy, fine-flavored white stalks and hearty green tops. Holds very well in the garden for easy, extended harvesting.
            
            
            
            
      			
              
                Seed Count: Approx. 315 / Weight: 750 mg",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Gourmet Mesclun Salad
              Asian Baby Leaf",,"EXCLUSIVE – If you enjoy both crispy salads and Asian flavors, you will love this baby salad mix with a full array of colors, shapes and textures. Harvest effortlessly with scissors at just 4 to 6 inches tall for a delicious fresh salad blend that includes Komatsuna, Mizuna, Mustard (mild Green and Red), Rocket, Tatsoi and Chinese Cabbage. This mix of tender baby leaves makes a surprisingly mild and balanced salad bowl. Cut often for tasty fresh salads as pretty as a picture.
            
            
            
            
      			
              
                Seed Count: Approx. 900 / Weight: 2.25 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Heirloom Lettuce
              Baby Oakleaf",,"These pretty little lettuces form dense leafy 7-8 inch rosettes that look like lettuce bouquets. Baby Oakleaf’s elongated, notched, bright green leaves are tender, sweet and succulent and hold salad dressing well because of their unique shape.

Each appetizing head is perfect for a personal size salad for 1-2 people. Heads are quick to mature and grow equally well in beds or containers. You’ll find this lovely little lettuce is both delicious and very ornamental.

            
            
            
            
      			
              
                Seed Count: Approx. 1728 / Weight: 1.5 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Crunchy Lettuce Trio
              Blush Batavians",,"EXCLUSIVE - This special mix of three premium
French Batavian lettuces
combines sweet taste with
tender but crispy texture and
great garden performance in
both hot and cold weather.
The colorful trio contains
intensely red ""Chrystal,"" bright green,
wavy-leaved “Soprane”
and softly red-tinged “Rossia.”
Bred especially for the fresh
market, these heavy, beautiful
rosettes of delicious leaves are
perfect for luscious, satisfying
salads, in sandwiches or wherever
you want big crunchy
leaves full of flavor.Equal parts: Rossia, Chrystal & Soprane
            
            
            
            
      			
              
                Seed Count: Approx. 650 / Weight: 750 mg",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Baby Mesclun Lettuces
              Cut and Come Again",,"EXCLUSIVE – Our Mesclun blend of baby lettuces offers you a simple way of experiencing the delicious diversity of lettuce colors, textures and flavors. The tender young leaves are ready to cut quickly and plants will regrow rapidly for a second and even third cutting from the same bed. These are the same gourmet varieties chefs use for signature salads in fine restaurants. Enjoy the pleasure and satisfaction of growing them in your own kitchen garden this season.

Equal parts: Rouge Grenobloise, Royal Oakleaf, Cimarron, Sucrine, Blonde Batavia and Red Salad Bowl

            
            
            
            
      			
              
                Seed Count: Approx. 2000 / Weight: 2.5 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Summer Lettuce Bouquet
              European Reds & Greens",,"EXCLUSIVE - Our blend of new lettuces is selected for exceptional heat tolerance, striking ornamental beauty and wonderful flavor. Dutch Redina has loose-leaf rosettes with ruffled ruby leaves tapering to speckled green centers. Batavian Nevada’s broad heads of shiny rich green leaves are known for their sweet taste and juicy texture. Stunning French Cardinale has large vase shaped heads of crispy-sweet leaves with gorgeous burgundy edges and green hearts. Plant this summer bouquet to please your eye and palate.Equal parts: Redina, Nevada, Cardinale
            
            
            
            
      			
              
                Seed Count: Approx. 600 / Weight: 650 mg",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Heirloom Mesclun Lettuces
              Five Variety Blend",,"EXCLUSIVE – Our heritage lettuce blend for superior baby leaf salads is a careful balance of flavors, colors & textures.

Equal parts: Troutback, Blush Butter Cos, Red Ruffled Oak, Red Devil's Tongue and Sucrine lettuces
            
            
            
            
      			
              
                Seed Count: Approx. 1000 / Weight: 2 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Heirloom Cutting Lettuce
              Flashy Trout Back",,"Leaves of this great tasting, handsome heirloom are lavishly splashed with wine-red against a bright green background and their pretty speckled appearance begins right at the seedling stage.
            
            
            
            
      			
              
                Seed Count: Approx. 960 / Weight: 1 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Container Lettuce
              Garden Babies Butterhead",,"EXCLUSIVE – Garden Babies are brand-new,
baby butterheads originally
developed for the Japanese
luxury market where a premium
is put on flavor and quality.
These cute, perfectly formed
little butterhead rosettes have
softly folded leaves, a lovely
buttery texture and outstanding
sweet taste. Ideal for growing
in containers, Garden Babies
are slow to bolt, heat tolerant,
and make compact 5 to 6
inch heads at maturity. Perfect
for individual servings and
absolutely delicious with
blue cheese dressing!
            
            
            
            
      			
              
                Seed Count: Approx. 1300 / Weight: 1.5 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Baby Leaf Lettuce
              Heirloom Cutting Mix",,"EXCLUSIVE - We’ve worked with a talented breeder who specializes in selecting heirloom varieties to compose this blend of luscious antique lettuces. The pretty mix includes seeds for red-flecked, lime-green “Speckled Troutback,” sweet “Blush Butter Cos,” juicy “Red Ruffled Oak,” notched dark red “Devil’s Tongue” and crispy, upright “Sucrine.” These beautiful lettuces create a tapestry in the garden and you’ll be able to cut their fast growing, flavorful leaves often for colorful and delicious salad bowls all season.Equal parts: Troutback, Blush Butter Cos, Red Ruffled Oak, Red Devil's Tongue & Sucrine lettuces
            
            
            
            
      			
              
                Seed Count: Approx. 1400 / Weight: 2 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Heirloom Baby Salads
              Italian Misticanza",,"We fell in love with this delicious salad while hunting for varieties in Emilia-Romagna. The authentic regional mixture features a blend of tangy traditional cutting chicories and crispy little endives, nicely balanced by milder green and red leaf lettuces. Sow the seed densely, wait just over a month, then harvest with scissors at 4 to 5 inches tall to experience all the mouth-pleasing full flavors, textures and pretty colors that are so characteristic of rustic Italian cuisine.Zuccherina & Spadona Chicories, Pancalieri & Curo Pleno Endives, Ubriacona Frastagliata & Red Leaf Italian Lettuces
            
            
            
            
      			
              
                Seed Count: Approx. 2700 / Weight: 3.5 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Heirloom Container Lettuce
              Jade Gem",,"EXCLUSIVE - An heirloom gardener's favorite: 6-8 inch tall, fat little rosettes of juicy-sweet, wavy leaves that look like plump mini romaines. Fast to grow for long harvests of ready-to-eat salads.
            
            
            
            
      			
              
                Seed Count: Approx. 1800 / Weight: 1.5 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Heirloom Romaine Lettuce
              Jericho",,"Especially heat-tolerant, juicy romaine originally from Israel. Full heads of upright sword-shaped leaves with crisp, juicy texture and sweet, fine flavor.
            
            
            
            
      			
              
                Seed Count: Approx. 1080 / Weight: 1 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Heirloom Butterhead Lettuce
              Kagraner Sommer",,"EXCLUSIVE - Heat-tolerant European heirloom known for its softly folded, luscious green leaves that reveal solid, juicy hearts. Large green leaves have delicious buttery texture and flavor.
            
            
            
            
      			
              
                Seed Count: Approx. 1450 / Weight: 1.25 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Heirloom Lettuce
              Merveille De Quatre Saisons",,"EXCLUSIVE - This centuries-old French heirloom bibb lettuce has big heads of radiant color with beautiful ruby-red leaves that surround tightly folded green hearts. Marveille is a visual treat that is wonderfully ornamental in the garden. This cherished favorite of many generations will please your palate with large heavy rosettes of crispy, fine-flavored leaves. We import our selected cultivar of Marveille from Europe, because it reliably produces an abundance of big, heavy heads with a particularly lovely color, form and flavor.
            
            
            
            
      			
              
                Seed Count: Approx. 1050 / Weight: 1 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Gourmet Bibb Lettuce
              Matilda",,"EXCLUSIVE - Heat tolerant, premium Dutch Bibb lettuce that reliably forms beautiful, softly folded heads of sweet and buttery tasting leaves with a delicate and really delicious texture.
            
            
            
            
      			
              
                Seed Count: Approx. 400 / Weight: 500 mg",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Signature Salads
              Monet's Garden Mesclun",,"EXCLUSIVE – Our signature mix is a true watercolor palette of beautiful and scrumptious lettuce choices. Their pretty leaves with well-balanced tastes and luscious textures grow all together to harvest quickly by simply cutting with scissors for your own sumptuous salads. Includes vivid leaf lettuces, crisp French batavian, baby romaine and frilly bright crinkle lettuce. A beautifully composed mixture created for us by Forni-Brown, gourmet salad growers for California wine country restaurants.

Equal parts: Little Gem, Dutch Redina, Rouge Grenobloise, Red Salad Bowl and Tango
            
            
            
            
      			
              
                Seed Count: Approx. 2000 / Weight: 2.5 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Summer Bibb Lettuce
              Patty's Choice",,"Big and beautiful bibb lettuce offers the fast-growing heavy rosettes of frilled crispy green leaves edged in radiant burgundy-red. Delicious for salads and lovely in the garden.
            
            
            
            
      			
              
                Seed Count: Approx. 900-910 / Weight: 1 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Crisphead Lettuce
              Queen of Crunch",,"EXCLUSIVE - If your family likes really crispy lettuce, new Queen of Crunch is for you! These crunchy, juicy green leaves really shine in mixed and chopped salads, stand up in tacos, add something special to sandwiches, and are perfect wrappers for meat and cheese. Queen of Crunch is a heat tolerant, sturdy lettuce that grows quickly and matures into attractive heavy rosettes that keep well. Pick the whole head, or harvest the outside leaves over a long period.
            
            
            
            
      			
              
                Seed Count: Approx. 835 / Weight: 750 mg",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Heirloom Cutting Lettuce
              Red Deer Tongue",,"EXCLUSIVE - Red Deer Tongue’s long and beautiful triangular pointed leaves grow outward and upward to form loose heads just perfect to add great color to salads and the leaves have a succulent texture and melt-in-your-mouth flavor. Our special Red Deer Tongue strain has been carefully reselected for uniform dark red color, stronger plant vigor and heat tolerance. The richly colored, deep ruby-hued leaves glow like a spring treasure in both the garden and kitchen. 
            
            
            
            
      			
              
                Seed Count: Approx. 420-430 / Weight: 650 mg",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"French Red Leaf Lettuce
              Redina",,"EXCLUSIVE - Highly ornamental, very large rosettes of frilled & ruffled deep red leaves with hidden emerald hearts. Tasty, eye-catching and disease-resistant French lettuce for all seasons.
            
            
            
            
      			
              
                Seed Count: Approx. 850 / Weight: 1 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Cut & Come Again Lettuces
              Renee's Baby Leaf Blend",,"EXCLUSIVE – Our own beautiful blend of green and red lettuces in a variety of colors, flavors and leaf shapes all selected to grow perfectly together for delicious baby leaf “cut and come again” salads.
Grow ""Cut and Come Again"" Mesclun Lettuce Sowing And Growing Mesclun 

            
            
            
            
      			
              
                Seed Count: Approx. 2400 / Weight: 2 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Green & Red Romaines
              Renee's Caesar Duo",,"EXCLUSIVE - Grow your own crisp and juicy lettuce for savory Caesar salads and you’ll have an unlimited supply of gourmet-quality fresh ingredients. We’ve paired our favorite extra-fancy Romaine varieties, choosing the most delicious and easy to grow crunchy red and green leafed selections. Pick them either at baby sizes or let them grow into dense heavy heads. All you’ll need to add is the dressing and croutons for a fabulous season of wonderfully satisfying salads.Equal parts Noga & Cimarron
            
            
            
            
      			
              
                Seed Count: Approx. 700 / Weight: 750 mg",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Butterhead Lettuce
              Rhapsody",,"EXCLUSIVE - You’ll prize these big rosettes of softly folded luscious leaves for their delicate texture and melt-in-your-mouth flavor. Rhapsody is a new top-quality variety bred for flavor, form and vigor. Plants grow effortlessly into large, luxurious heads with that wonderful satiny texture and rich buttery taste that only a premium butterhead can yield. Unsurpassed for salads, whether tossed with a rich blue cheese dressing or a simple vinaigrette.
            
            
            
            
      			
              
                Seed Count: Approx. 180 / Weight: 200 mg",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Baby Romaine Lettuce
              Ruby Gem",,"EXCLUSIVE - Eye-catching Ruby Gem offers plump, heavy rosettes about 6 inches tall. The vigorous seedlings grow rapidly into perfectly formed, well filled out, beautiful little heads with tightly folded, ice green hearts and ruby red tops. Leaves have crisp, juicy texture and marvelous flavor. Slice a pretty head of Ruby Gem in half to plate up a great salad for 2 people – just pour over the dressing! This superb variety was developed for gourmet markets by our favorite specialty lettuce grower.
            
            
            
            
      			
              
                Seed Count: Approx. 240-250 / Weight: 250 mg",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Container Lettuce
              Ruby & Emerald Duet",,"EXCLUSIVE - We’ve blended seeds for an emerald-green baby butterhead with softly folded leaf rosettes together with a lovely, deep-red, ruffled and crispy mini leaf lettuce. This glowing duet makes a beautiful tapestry of contrasting colors, textures and shapes. Both heat tolerant varieties make compact 5 to 6 inch heads at maturity. A feast for the eye and scrumptious to eat over a long harvest period, this duet is pretty as a picture in the garden or in big pots on a patio or deck.
            
            
            
            
      			
              
                Seed Count: Approx. 640 / Weight: 750 mg",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Cutting Lettuce
              Sea of Red",,"EXCLUSIVE - Sea of Red is brand-new leaf
lettuce from top American
breeders. The plants form
open, loose heads of sword shaped
leaves that color up
to the most beautiful and
amazingly deep, mahogany-red
that we’ve seen in any lettuce
variety. Unlike other red lettuces
that fade in the sun, Sea
of Red’s color just gets more
intense. A true show-stopper
in the garden, these richly colored
leaves add gorgeous
contrast to other lettuces and
greens and make every salad a
special occasion.
            
            
            
            
      			
              
                Seed Count: Approx. 850 / Weight: 750 mg",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Container Lettuce
              Sweetie Baby Romaine",,"EXCLUSIVE - Sweetie Baby is a brand new baby romaine bred to be compact, juicy and delicious. The pretty green leaves grow in perfect 6 to 8 inch tall vase-shaped heads that are heavy for their size with a wonderful sweet flavor and crisp, crunchy texture. In the garden, Sweetie Baby lettuce is long-lasting, slow to bolt and heat tolerant. This handsome and appetizing little romaine is ideal for growing in containers or small space gardens. Perfect for individual salads or for sandwiches.
            
            
            
            
      			
              
                Seed Count: Approx. 550 / Weight: 500 mg",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Farmers Market Lettuce Blend
              Sweet Greens & Reds",,"EXCLUSIVE - These tender, sweet and beautiful lettuces draw raves at our local farmers market where baskets of the young leaves tempt the eye and appetite. After careful evaluation, we’ve blended the most delicious varieties for a balanced palette of colors, shapes and textures. Includes frilly, lime-green Tango, upright green Little Gem, crimson and green Cimarron and burgundy Outredgeous. Cut young leaves often for scrumptious salads that are pretty as a picture in the garden and at the table. Little Gem, Tango, Outredgeous, Cimarron
            
            
            
            
      			
              
                Seed Count: Approx. 1900 / Weight: 2 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Heirloom Crisphead Lettuce
              Webb’s Wonderful",,"Love crunchy lettuce? The big wavy leaves of Webb’s Wonderful add juicy crunch to mixed and chopped salads, are perfect for tacos, and don’t get limp in sandwiches. This fine crisphead variety has big, green leaves fold tightly around crisp white heart. It is known for its heat tolerance and does better than most other lettuces were summer heat comes on fast. You can pick the whole head or just harvest the generous outside leaves for weeks.
            
            
            
            
      			
              
                Seed Count: Approx. 835 / Weight: 1 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Signature Salads
              Wine Country Mesclun",,"EXCLUSIVE – Our signature salad blend is straight from California's Napa valley, where the best produce is a crucial part of every restaurant's success. Easy to grow Wine Country Mesclun combines eight different sweet red and green lettuces with just the right amount of tangy greens in a perfect balance of crispy and buttery leaf textures. Simply cut as needed, then toss with extra virgin olive oil and mild vinegar or lemon juice for a perfectly balanced salad.

A blend of: Arugula, Spinach, 8 Lettuces, 3 Asian Greens, 2 Chards
            
            
            
            
      			
              
                Seed Count: Approx. 1300 / Weight: 2 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Specialty Salads
              Gala Mâche",,"(Valerianella locusta) EXCLUSIVE - Mild, nutty-flavored mâche (a.k.a. lamb’s lettuce or corn salad) is a delicious traditional salad with oval leaves that form pretty, fist-sized green rosettes with a tender, melt-in-your-mouth texture. Cold-hardy mâche is sown in summer for fall harvest or early spring for the first salads of the season. Gala is vigorous, cold-tolerant and mildew-resistant with a delicate texture and buttery flavor. This succulent gourmet salad treat needs only the simplest of dressings.
            
            
            
            
      			
              
                Seed Count: Approx. 250-255 / Weight: 750 mg",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Three Flavor Melons
              Galia, Honeydew & Cantaloupe",,"EXCLUSIVE - Our mixed melon packet offers three different richly perfumed melons chosen for exquisite flavor & early harvest. Luscious, icy green Diplomat Galia has golden netted fruit; honey-scented Santa Fe honeydew’s ivory rinds blush yellow at harvest; oval Solid Gold cantaloupe has deep orange, spicy-sweet flesh. All 3 vigorous melons have excellent disease resistance.
Yellow seed = Diplomat F1 Galia (Fusarium 0, 1, 2 & Powdery Mildew 0,2)
Pink seed = Santa Fe F1 honeydew (Fusarium 2)
Green seed = Solid Gold F-1 Cantaloupe (Powdery Mildew 1, 2)
            
            
            
            
      			
              
                Seed Count: Approx. 15 / Weight: 500 mg",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Asian Melons
              Golden Giant",,"Cylindrical Golden Giant melons are plump, heavy and about 7 to 8 inches long with blunt ends. The rinds are a rich golden-yellow with deep white stripes. These Asian melons are wonderfully fragrant and have dense, crispy-sweet, juicy flesh reminiscent of honeydew, apple and pear. Enjoy in fruit salads, smoothies, or simply slice up for memorable summer snacks and desserts. Ideal for those who find other melons too soft and musky-sweet. These melons are special favorites in Korea.
            
            
            
            
      			
              
                Seed Count: Approx. 24 / Weight: 220 mg / F-1 Hybrid",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Heirloom Tuscan Melon
              Melone Retato Degli Ortolani",,"EXCLUSIVE - Heirloom Tuscan melons whose wonderful perfume adds to their meltingly sweet flavor. Deeply lobed, orange-fleshed fruits on very productive vines.
            
            
            
            
      			
              
                Seed Count: Approx. 47 / Weight: 1 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Gourmet Tuscan Melon
              Napoli",,"EXCLUSIVE - This delicious Italian specialty yields plump, 2 to 3 pound netted melons with small seed cavities and deep orange, sweet flesh renowned for complex rich flavor and spicy floral aroma. Napoli vines are powdery mildew and fusarium resistant with a strong leaf canopy. Fruits ripen early with good crack resistance. Enjoy these delectable melons as a snack, for dessert, or Italian style as an appetizer with paper-thin slices of prosciutto.
            
            
            
            
      			
              
                Seed Count: Approx. 18-20 / Weight: 450 mg / F-1 Hybrid",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Mini Cantaloupe
              Sugar Cube",,"You’ll love these personal size, mini cantaloupes with intensely sweet, deep orange flesh that top out about the size of a
small grapefruit. Sugar Cube cantaloupes are widely adapted, bear early, and produce abundantly over a long harvest season. The vigorous vines have exceptional disease resistance; this variety thrives where most melons struggle. Fruits make delicious individual snacks and scrumptious summer desserts.
Disease resistance codes: F3, PM, WMV, PRSV, ZYMV
            
            
            
            
      			
              
                Seed Count: Approx. 14 / Weight: 360 mg / F-1 Hybrid",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Garden Okra
              Jambalaya",,"Compact Jambalaya okra plants are both fast growing and early maturing. Once the weather heats up, Jambalaya really takes off, first bearing ornamental, hollyhock-like flowers soon followed by high yields of uniform, crunchy green pods. Pick when young and tender so you can enjoy okra lightly battered and fried or stirfried, stewed or pickled. Jambalaya okra is a hot weather crop that has become a tasty favorite far beyond its original home in the South.
            
            
            
            
      			
              
                Seed Count: Approx. 23 / Weight: 1 g / F-1 Hybrid",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Long Keeping Onions
              Blush F1",,"A brand-new and unique onion that catches everyone’s eye! A cross between yellow and red onions, Blush produces large, globe-shaped, beautiful onions with shiny, rosy-pink champagne colored wrapper leaves, delicate pink rings and dense, fine textured flesh. This versatile new hybrid is an outstanding, widely adopted home garden variety that can take tough growing conditions. The big 4 inch bulbs have strong skins and store exceptionally well for many months of use.

These attractive onions are heavy for their size with crunchy flesh that is mild with just a hint of bite. Marinate slices for 5 minutes in cold water and then add to fresh green salads, or simply slice the Blush bulbs up to melt into succulent sweetness in stirfries, stews, soups, casseroles or as attractive and tasty pizza topping. We guarantee you’ll love them!

5 dozen plants",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Heirloom and Specialty Onions
              Borettana Cipollini",,"These pretty little Italian heirlooms have a flattened spherical shape and look just like rosy-bronze glossy buttons, each about 2 inches in diameter and 1 inch thick. They have firm, fine-grained flesh, well-developed flavor and satiny skins. Cipollinis are traditionally served whole, braised in a sweet and sour sauce or marinated in a balsamic vinaigrette.You'll also find them delicious roasted whole in butter or olive oil, threaded on skewers for kebabs or used as pretty little boiling onions. When cooked, they really sweeten up and caramelize to a beautiful color. These intermediate/long day little onions will store well for about five months.5 dozen plants",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"All Purpose Onions
              Candy All-Purpose Yellow",,"This handsome, bronze-skinned hybrid onion grows successfully just about all over the country and it's the perfect onion to try if you haven't grown them before. All-purpose Candy produces big, softball sized, globe-shaped onions, with a mild onion flavor and firm crispy yellow flesh that is delicious raw or cooked. Candy onions caramelize beautifully when chopped and sautéed. Candy onions are particularly easy to grow with excellent disease resistance and a strong, vigorous root system. These big solid onions will keep crisp and firm for about three months after harvest.5 dozen plants",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
